"2017042821001001130292539412	","T200P10984280185626512	",2017/4/28 10:51,                    ,2017/4/28 11:17,淘宝        ,支付宝担保交易         ,青***王           ,台湾米雅可琴音烧水壶 鸣笛水壶304不锈钢加厚燃气煤气电磁炉通用,263.75,        ,交易关闭    ,0,0,                    ,         
"20170428166851637801 	","                    	",2017/4/28 6:00,                    ,2017/4/28 6:00,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.27-收益发放 ,0.51,收入      ,交易成功    ,0,0,                    ,已收入      
"20170428310500101000800002687192	","20170428310500501000800001707555	",2017/4/28 2:16,2017/4/28 2:16,2017/4/28 2:16,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,710.29,        ,交易成功    ,0,0,                    ,资金转移     
"2017042721001001140205983113	","T200P11556848752604140	",2017/4/27 19:32,2017/4/27 19:32,2017/4/28 11:55,淘宝        ,支付宝担保交易         ,姚***爸           ,尚尼 18/10不锈钢双层真空保温壶 时尚情侣茶杯 男女士车载水杯子,380.17,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042721001001250281224491	","T200P11583549046584380	",2017/4/27 19:28,                    ,2017/4/30 19:28,淘宝        ,支付宝担保交易         ,1***g           ,德国菲迪拉 18-10不锈钢平底锅26CM无烟不沾炒锅煎牛排电磁炉通用,296.8,        ,交易关闭    ,0,0,                    ,         
"2017042729013000360301100090793403	","2017041421001001360268088465	",2017/4/27 9:29,2017/4/27 9:29,2017/4/27 9:29,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017041421001001360268088465];淘宝交易号[T200P3215632216933215],5.36,支出      ,交易成功    ,0,0,                    ,已支出      
"20170427165744181801 	","                    	",2017/4/27 8:48,                    ,2017/4/27 8:48,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.26-收益发放 ,0.55,收入      ,交易成功    ,0,0,                    ,已收入      
"BO2017042720675256800202	","ZZwxtKweepaasNBiY4NGIlTcpkp3Sp4H5Xz7wv4J4k+Hz0gjFFRcSg==	",2017/4/27 0:03,2017/4/27 0:03,2017/4/27 0:03,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,直通车自动充值-10144122-1493222580472,600,支出      ,交易成功    ,0,0,                    ,已支出      
"2017042621001001560233856978	","T200P11151428693292171	",2017/4/26 20:06,2017/4/26 20:06,2017/4/27 11:14,淘宝        ,支付宝担保交易         ,m***6           ,NEWREA金麻点新锐乌木筷子/实木家用筷子 A43,1996.02,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042621001001950285134170	","T200P11053211374792288	",2017/4/26 15:55,2017/4/26 15:56,2017/4/27 11:13,淘宝        ,支付宝担保交易         ,b***i           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,296.51,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042621001001960218735850	","T200P10956168136002783	",2017/4/26 12:22,2017/4/26 12:22,2017/4/28 14:36,淘宝        ,支付宝担保交易         ,f***u           ,NEWREA新锐 乌木双头包银筷子 21cm 儿童筷子A31,289.01,收入      ,交易关闭    ,0,289.01,                    ,已收入      
"20170426163657242801 	","                    	",2017/4/26 4:37,                    ,2017/4/26 4:37,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.25-收益发放 ,0.55,收入      ,交易成功    ,0,0,                    ,已收入      
"BO2017042511683948800202	","ZZwxtKweepaasNBiY4NGIlTcpkp3Sp4H/xL6an6oteVIT9Ualjgx4g==	",2017/4/25 8:51,2017/4/25 8:51,2017/4/25 8:51,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,直通车自动充值-10144122-1493081461748,600,支出      ,交易成功    ,0,0,                    ,已支出      
"20170425162202147801 	","                    	",2017/4/25 4:32,                    ,2017/4/25 4:32,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.24-收益发放 ,0.32,收入      ,交易成功    ,0,0,                    ,已收入      
"20170425310500101000800001938373	","20170425310500501000800001238569	",2017/4/25 2:15,2017/4/25 2:15,2017/4/25 2:15,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,270.01,        ,交易成功    ,0,0,                    ,资金转移     
"2017042421001001440282161746	","T200P3377796719432181	",2017/4/24 16:49,                    ,2017/4/25 19:44,淘宝        ,支付宝担保交易         ,何***8           ,菲迪拉天然海盐 厨具不锈钢清洁剂 锅具抛光 去烧痕除锈 厨房清洗 等多件,124,        ,交易关闭    ,0,0,                    ,         
"2017042421001001990213209903	","T200P9894421907751764	",2017/4/24 16:45,2017/4/24 16:48,2017/4/25 10:58,淘宝        ,支付宝担保交易         ,t***2           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,211.51,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042421001001440282212309	","T200P3377780915142181	",2017/4/24 16:38,2017/4/24 16:50,2017/4/25 15:33,淘宝        ,支付宝担保交易         ,何***8           ,菲迪拉天然海盐 厨具不锈钢清洁剂 锅具抛光 去烧痕除锈 厨房清洗 等多件,108,收入      ,等待对方确认收货,0,0,                    ,待收入      
"20170424160513254801 	","                    	",2017/4/24 4:13,                    ,2017/4/24 4:13,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.23-收益发放 ,0.28,收入      ,交易成功    ,0,0,                    ,已收入      
"20170424310500101000800001778253	","20170424310500501000800001164362	",2017/4/24 2:15,2017/4/24 2:15,2017/4/24 2:15,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,2787.91,        ,交易成功    ,0,0,                    ,资金转移     
"2017042321001001160213709353	","T200P9373562139088342	",2017/4/23 16:54,2017/4/23 16:56,2017/4/24 18:18,淘宝        ,支付宝担保交易         ,p***e           ,台湾米雅可琴音烧水壶 鸣笛水壶304不锈钢加厚燃气煤气电磁炉通用,255.75,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042321001001580216183242	","T200P3372186285330574	",2017/4/23 16:03,2017/4/23 16:08,2017/4/24 15:13,淘宝        ,支付宝担保交易         ,钟***5           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,280.01,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042329013000290301100081918412	","2017041221001001290242531202	",2017/4/23 15:48,2017/4/23 15:48,2017/4/23 15:48,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017041221001001290242531202];淘宝交易号[T200P3204112812397665],1.09,支出      ,交易成功    ,0,0,                    ,已支出      
"20170423159205486801 	","                    	",2017/4/23 4:07,                    ,2017/4/23 4:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.22-收益发放 ,0.28,收入      ,交易成功    ,0,0,                    ,已收入      
"BO2017042211195414800202	","ZZwxtKweepaasNBiY4NGIlTcpkp3Sp4Hmf6fltnV8x1r2rmRWREN/g==	",2017/4/22 23:31,2017/4/22 23:31,2017/4/22 23:31,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,直通车自动充值-10144122-1492875074876,600,支出      ,交易成功    ,0,0,                    ,已支出      
"2017042221001001530293360386	","T200P8972762343027069	",2017/4/22 19:31,2017/4/22 19:31,2017/4/26 18:57,淘宝        ,支付宝担保交易         ,m***1           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,221.51,收入      ,交易成功    ,0,0,                    ,已收入      
"20170422158052803801 	","                    	",2017/4/22 5:14,                    ,2017/4/22 5:14,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.21-收益发放 ,0.28,收入      ,交易成功    ,0,0,                    ,已收入      
"20170422310500101000800001454954	","20170422310500501000800000838810	",2017/4/22 2:15,2017/4/22 2:15,2017/4/22 2:15,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,86,        ,交易成功    ,0,0,                    ,资金转移     
"2017042121001001300291912272	","T200P8452642865369167	",2017/4/21 16:40,2017/4/21 16:40,2017/4/24 15:48,淘宝        ,支付宝担保交易         ,蒋***婷           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,296.51,收入      ,等待对方确认收货,0,0,                    ,待收入      
"20170421310500101000800001355709	","20170421310500501000800000947876	",2017/4/21 9:43,2017/4/21 9:43,2017/4/21 9:43,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,333.51,        ,交易成功    ,0,0,                    ,资金转移     
"20170421156224314801 	","                    	",2017/4/21 4:00,                    ,2017/4/21 4:00,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.20-收益发放 ,0.29,收入      ,交易成功    ,0,0,                    ,已收入      
"2017042021001001280298635036	","T200P7918761081788630	",2017/4/20 14:21,2017/4/20 14:22,2017/5/1 9:11,淘宝        ,支付宝担保交易         ,通***卜           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,221.51,收入      ,交易成功    ,0,0,                    ,已收入      
"BO2017042006356629800202	","ZZwxtKweepaasNBiY4NGIlTcpkp3Sp4Ht3be9eo2sLFdcohshhux3g==	",2017/4/20 14:19,2017/4/20 14:19,2017/4/20 14:19,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,直通车自动充值-10144122-1492669151812,600,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017042006058434800202	","fiWdkXDS8uBYwMxpAcSv8m5pyLcUzhAD	",2017/4/20 13:44,2017/4/20 13:44,2017/4/20 13:44,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,淘宝客佣金代扣款[5981662979701116],5.94,支出      ,交易成功    ,0,0,                    ,已支出      
"20170420154515849801 	","                    	",2017/4/20 5:08,                    ,2017/4/20 5:08,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.19-收益发放 ,0.3,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041929013000710301100071059014	","2017041721001001710298014524	",2017/4/19 22:07,2017/4/19 22:07,2017/4/19 22:07,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017041721001001710298014524];淘宝交易号[T200P9285290560583592],0.15,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041921001001720256654706	","T200P7718462533117928	",2017/4/19 17:25,2017/4/19 17:26,2017/4/30 16:55,淘宝        ,支付宝担保交易         ,l***n           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,296.51,收入      ,交易成功    ,0,0,                    ,已收入      
"20170419153648448801 	","                    	",2017/4/19 7:06,                    ,2017/4/19 7:06,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.18-收益发放 ,0.17,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041821001001740274539485	","T200P7330223430752996	",2017/4/18 22:35,2017/4/18 22:35,2017/4/29 16:39,淘宝        ,支付宝担保交易         ,q***仇           ,nut 2代F5D蓝牙智能防丢寻物贴片智能穿戴防丢器双向寻找智能设备,198,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041821001001160203565369	","T200P3237709802416922	",2017/4/18 13:45,2017/4/18 14:03,2017/4/24 13:28,淘宝        ,支付宝担保交易         ,t***3           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,270.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041821001001820206636547	","T200P9686148704660842	",2017/4/18 13:11,                    ,2017/4/18 13:12,淘宝        ,支付宝担保交易         ,t***9           ,意大利.尚尼米兰II系列18/10不锈钢煎/炒锅无涂层不粘锅 26cm电磁,775.6,        ,交易关闭    ,0,0,                    ,         
"BO2017041803349973800202	","ZZwxtKweepaasNBiY4NGIlTcpkp3Sp4HONFP6XMuZjxo0FqkQH7Hpg==	",2017/4/18 11:47,2017/4/18 11:47,2017/4/18 11:47,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,直通车自动充值-10144122-1492487228049,600,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041821001001380284342451	","T200P9580690200407253	",2017/4/18 10:20,2017/4/18 10:22,2017/4/21 8:21,淘宝        ,支付宝担保交易         ,l***z           ,德国《QUICKLEEN》&ldquo;快刻灵&rdquo;新一代高科技强力除油剂 200g,28,收入      ,交易成功    ,0,0,                    ,已收入      
"20170418152095316801 	","                    	",2017/4/18 6:43,                    ,2017/4/18 6:43,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.17-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"20170418310500101000800000617466	","20170418310500501000800000443132	",2017/4/18 6:11,2017/4/18 6:11,2017/4/18 6:11,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,1702.99,        ,交易成功    ,0,0,                    ,资金转移     
"2017041721001001070212014979	","T200P9461471317500397	",2017/4/17 22:44,2017/4/17 22:45,2017/4/28 14:41,淘宝        ,支付宝担保交易         ,龙***9           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,296.51,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041700003001800030935033	","276054685           	",2017/4/17 17:06,2017/4/17 17:07,2017/4/17 17:07,支付宝网站     ,即时到账交易          ,上海城投水务(集团)有限公司  ,3月-水费-*纬置地有限公司      ,9.99,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041700003001800030935020	","276054685           	",2017/4/17 17:05,2017/4/17 17:05,2017/4/17 17:05,支付宝网站     ,即时到账交易          ,上海城投水务(集团)有限公司  ,2月-水费-*纬置地有限公司      ,29.98,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041721001001710298014524	","T200P9285290560583592	",2017/4/17 16:52,2017/4/17 16:54,2017/4/19 22:07,淘宝        ,支付宝担保交易         ,郑***庆           ,德国《QUICKLEEN》&ldquo;快刻灵&rdquo;新一代高科技强力除油剂 200g,15,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041721001001270268158963	","T200P9268270658073370	",2017/4/17 16:18,2017/4/17 16:18,2017/4/28 13:38,淘宝        ,支付宝担保交易         ,w***1           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,306.51,收入      ,交易成功    ,0,26,                    ,已收入      
"2017041729013000760301100068228420	","2017040621001001760250905236	",2017/4/17 15:33,2017/4/17 15:33,2017/4/17 15:33,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017040621001001760250905236];淘宝交易号[T200P6219951305254076],3.07,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041721001001950273545534	","T200P3235729429876807	",2017/4/17 12:17,2017/4/17 12:17,2017/4/28 16:42,淘宝        ,支付宝担保交易         ,古***孜           ,nut 2代F5D蓝牙智能防丢寻物贴片智能穿戴防丢器双向寻找智能设备,212,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041721001001260279677586	","T200P3235672020985214	",2017/4/17 12:07,                    ,2017/4/17 14:40,淘宝        ,支付宝担保交易         ,f***8           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,221.51,        ,交易关闭    ,0,0,                    ,         
"20170417310500101000800000402555	","20170417310500501000800000346975	",2017/4/17 8:31,2017/4/17 8:31,2017/4/17 8:31,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,597.06,        ,交易成功    ,0,0,                    ,资金转移     
"20170417150392602801 	","                    	",2017/4/17 5:26,                    ,2017/4/17 5:26,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.16-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041621001001550293572412	","T200P3232509620352145	",2017/4/16 21:49,2017/4/16 21:49,2017/4/27 15:54,淘宝        ,支付宝担保交易         ,m***8           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,280.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041600032004320022485126	","                    	",2017/4/16 16:33,                    ,2017/4/16 16:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,分账-淘宝客佣金代扣款[4747577881991245],32.62,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041600032004890018383588	","                    	",2017/4/16 13:51,                    ,2017/4/16 13:51,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,分账-淘宝客佣金代扣款[4842159204841627],24.58,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017041601906374800202	","ZZwxtKweepaasNBiY4NGIlTcpkp3Sp4H2aRv7rXfjQrxdZxIeslkpQ==	",2017/4/16 12:03,2017/4/16 12:03,2017/4/16 12:03,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,直通车自动充值-10144122-1492315386612,600,支出      ,交易成功    ,0,0,                    ,已支出      
"20170416310500101000800000238914	","20170416310500501000800000180444	",2017/4/16 8:19,2017/4/16 8:19,2017/4/16 8:19,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,327.15,        ,交易成功    ,0,0,                    ,资金转移     
"20170416149419241801 	","                    	",2017/4/16 7:29,                    ,2017/4/16 7:29,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.15-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041521001001620287065841	","T200P3222146826237108	",2017/4/15 12:21,2017/4/15 12:24,2017/4/17 13:03,淘宝        ,支付宝担保交易         ,韩***7           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,296.51,收入      ,交易成功    ,0,0,                    ,已收入      
"20170415310500101000800000120775	","20170415310500501000800000126123	",2017/4/15 9:04,2017/4/15 9:04,2017/4/15 9:04,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,568.06,        ,交易成功    ,0,0,                    ,资金转移     
"2017041521001001000208195827	","T200P3219984033442938	",2017/4/15 7:03,2017/4/15 7:03,2017/4/17 20:21,淘宝        ,支付宝担保交易         ,p***0           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,296.51,收入      ,交易成功    ,0,0,                    ,已收入      
"20170415147704732801 	","                    	",2017/4/15 5:10,                    ,2017/4/15 5:10,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.14-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041429013000300301100065580396	","2017041121001001300275591113	",2017/4/14 20:24,2017/4/14 20:24,2017/4/14 20:24,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017041121001001300275591113];淘宝交易号[T200P3197217624208544],3.07,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017041499417049800202	","07WegiucFPPJG7w2OTHpy3Jy6bhSzR1X	",2017/4/14 19:44,2017/4/14 19:44,2017/4/14 19:44,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,淘宝客佣金代扣款[3195123404677315],5.55,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041421001004800296276066	","20170414188548852   	",2017/4/14 16:55,2017/4/14 16:56,2017/4/14 16:56,淘宝        ,即时到账交易          ,淘宝（中国）软件有限公司    ,充值:(风**6)服务市场淘宝视频服务（PC端）(10个视频)订单付款，业务交易号:310406650510382,8,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041421001004800296222029	","20170414188518775   	",2017/4/14 16:40,2017/4/14 16:40,2017/4/14 16:40,淘宝        ,即时到账交易          ,淘宝（中国）软件有限公司    ,充值:(风**6)服务市场淘宝视频服务（PC端）(5个视频)订单付款，业务交易号:310407440650382,12,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041421001001450241517355	","T200P3215736212601063	",2017/4/14 15:08,2017/4/14 15:08,2017/4/20 15:12,淘宝        ,支付宝担保交易         ,嘉***雨           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,296.51,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041421001001360268088465	","T200P3215632216933215	",2017/4/14 14:52,2017/4/14 14:52,2017/4/27 9:29,淘宝        ,支付宝担保交易         ,c***6           ,台湾米雅可陶瓷温控炒锅不粘锅无油烟燃气无烟不沾锅具加深大炒锅,555.64,收入      ,交易成功    ,0,20,                    ,已收入      
"20170414146786024801 	","                    	",2017/4/14 8:04,                    ,2017/4/14 8:04,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.13-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"BO2017041397594461800202	","ZZwxtKweepaasNBiY4NGIlTcpkp3Sp4HvBhZpXg81ZXbeFLA+8V+XQ==	",2017/4/13 16:03,2017/4/13 16:03,2017/4/13 16:03,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,直通车自动充值-10144122-1492070589757,600,支出      ,交易成功    ,0,0,                    ,已支出      
"20170413145214383801 	","                    	",2017/4/13 6:24,                    ,2017/4/13 6:24,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.12-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"20170413210500101000800010199297	","20170413210500501000800006756504	",2017/4/13 2:17,2017/4/13 2:17,2017/4/13 2:17,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,501.98,        ,交易成功    ,0,0,                    ,资金转移     
"2017041321001001210246682366	","T200P3207096632304332	",2017/4/13 0:02,                    ,2017/4/16 0:02,淘宝        ,支付宝担保交易         ,水***心           ,沃爱妮饭菜保温折叠菜罩 暖菜宝食物罩餐桌罩热菜无辐射电器,239.2,        ,交易关闭    ,0,0,                    ,         
"BO2017041295740509800202	","Ghsjtc0Dt07VSHuzO7iiUADoCa311Z6Q	",2017/4/12 22:35,2017/4/12 22:35,2017/4/12 22:35,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,淘宝客佣金代扣款[6107240564853123],6.24,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041229013000080301100064428571	","2017040921001001080290189102	",2017/4/12 22:35,2017/4/12 22:35,2017/4/12 22:35,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017040921001001080290189102];淘宝交易号[T200P6107240564853123],4.16,支出      ,交易成功    ,0,0,                    ,已支出      
"2017041221001001180299770185	","T200P3205565836412646	",2017/4/12 19:41,2017/4/12 19:43,2017/4/23 15:42,淘宝        ,支付宝担保交易         ,k***6           ,意大利尚尼 原装进口铝合金长单柄炒锅 无油烟有锅盖不粘,2780,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041221001001290242531202	","T200P3204112812397665	",2017/4/12 17:12,2017/4/12 17:13,2017/4/23 15:48,淘宝        ,支付宝担保交易         ,t***9           ,nut 2代F5D蓝牙智能防丢寻物贴片智能穿戴防丢器双向寻找智能设备,109,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041229013000530301100053374628	","2017040121001001530259433888	",2017/4/12 10:36,2017/4/12 10:36,2017/4/12 10:36,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017040121001001530259433888];淘宝交易号[T200P3550160400979309],1.2,支出      ,交易成功    ,0,0,                    ,已支出      
"20170412143718427801 	","                    	",2017/4/12 5:51,                    ,2017/4/12 5:51,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.04.11-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"2017041121001001300275591113	","T200P3197217624208544	",2017/4/11 19:10,2017/4/11 19:11,2017/4/14 20:24,淘宝        ,支付宝担保交易         ,r***1           ,德国 菲迪拉 18/10不锈钢大汤锅 五层复底加厚深型电磁炉通用锅具,306.51,收入      ,交易成功    ,0,0,                    ,已收入      
