"2017043021001001340292662022	","T200P12766111849981345	",2017/4/30 20:21,2017/4/30 20:21,2017/5/2 13:48,淘宝        ,支付宝担保交易         ,z***3           ,新锐鸡翅木筷子套装10双 雾金实木无漆无蜡家用红木礼品筷A91,440,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017043021001001540215242951	","T200P12771190954440057	",2017/4/30 20:14,2017/4/30 20:14,2017/5/2 13:42,淘宝        ,支付宝担保交易         ,从***水           ,EKO垃圾袋 加厚5卷 自动收口垃圾袋手提式家用厨房中大号抽绳穿绳,128,收入      ,等待对方确认收货,0,0,                    ,待收入      
"BO2017043005549506440202	","CAE_POINT_11143200259071203_2_0	",2017/4/30 20:12,2017/4/30 20:12,2017/4/30 20:12,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分11143200259071203,0.64,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005677802440202	","HJCOM==3200060031==1493088253500470==11143200259071203	",2017/4/30 20:12,2017/4/30 20:12,2017/4/30 20:12,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{11143200259071203}扣款,6.4,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005780316440202	","HJCOM==3200060031==1493086200580470==3371110689295685	",2017/4/30 19:59,2017/4/30 19:59,2017/4/30 19:59,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{3371110689295685}扣款,9.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005977066440202	","CAE_POINT_3371110689295685_2_0	",2017/4/30 19:59,2017/4/30 19:59,2017/4/30 19:59,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分3371110689295685,0.99,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043021001001260201995284	","T200P12744688615318853	",2017/4/30 19:12,2017/4/30 19:12,2017/5/2 13:48,淘宝        ,支付宝担保交易         ,z***4           ,新锐鸡翅木筷子套装10双 雾金实木无漆无蜡家用红木礼品筷A91,198,收入      ,等待对方确认收货,0,0,                    ,待收入      
"BO2017043005208819440202	","CAE_POINT_7908901204347018_2_0	",2017/4/30 17:33,2017/4/30 17:33,2017/4/30 17:33,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分7908901204347018,2.49,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005325253440202	","HJCOM==3200060031==1493010995840470==7908901204347018	",2017/4/30 17:33,2017/4/30 17:33,2017/4/30 17:33,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{7908901204347018}扣款,24.95,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043021001001450268050169	","T200P12702251240647673	",2017/4/30 17:14,2017/4/30 17:14,2017/5/3 16:58,淘宝        ,支付宝担保交易         ,幽***5           ,EKO垃圾袋 加厚5卷 自动收口垃圾袋手提式家用厨房中大号抽绳穿绳,128,收入      ,交易成功    ,0,0,                    ,已收入      
"BO2017043005453448440202	","HJCOM==3200060031==1492969963780470==10627911715343136	",2017/4/30 16:22,2017/4/30 16:22,2017/4/30 16:22,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10627911715343136}扣款,12.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043000032004330022189955	","                    	",2017/4/30 16:22,                    ,2017/4/30 16:22,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,分账-淘宝客佣金代扣款[10627911715343136],25.8,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005640115440202	","CAE_POINT_10627911715343136_2_0	",2017/4/30 16:22,2017/4/30 16:22,2017/4/30 16:22,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分10627911715343136,1.29,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005626702440202	","HJCOM==3200060031==1492952748160470==3227843607265462	",2017/4/30 15:53,2017/4/30 15:53,2017/4/30 15:53,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{3227843607265462}扣款,12.4,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005511837440202	","CAE_POINT_3227843607265462_2_0	",2017/4/30 15:53,2017/4/30 15:53,2017/4/30 15:53,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分3227843607265462,1.24,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005255122440202	","CAE_POINT_7913602216576629_2_0	",2017/4/30 13:52,2017/4/30 13:52,2017/4/30 13:52,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分7913602216576629,1.19,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005392524440202	","HJCOM==3200060031==1492875422600470==7913602216576629	",2017/4/30 13:52,2017/4/30 13:52,2017/4/30 13:52,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{7913602216576629}扣款,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043029013000810301100096401870	","2017042021001001810316674033	",2017/4/30 13:52,2017/4/30 13:52,2017/4/30 13:52,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,信用卡支付服务费[2017042021001001810316674033];淘宝交易号[T200P7913602216576629],1.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005302911440202	","HJCOM==3200060031==1492869505330470==10133730307715858	",2017/4/30 13:42,2017/4/30 13:42,2017/4/30 13:42,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10133730307715858}扣款,19.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005243483440202	","CAE_POINT_10133730307715858_2_0	",2017/4/30 13:42,2017/4/30 13:42,2017/4/30 13:42,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分10133730307715858,5.97,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043029013000690301100095435876	","2017041921001001690226898178	",2017/4/30 13:42,2017/4/30 13:42,2017/4/30 13:42,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,信用卡支付服务费[2017041921001001690226898178];淘宝交易号[T200P10133730307715858],3.34,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005392259440202	","k3JBamnukf+OZD0PYsZESWKRPKEQNmgHn5jrQDhGcyU=	",2017/4/30 13:41,2017/4/30 13:41,2017/4/30 13:41,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,淘宝客佣金代扣款[10194511586056962],4.62,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005168825440202	","HJCOM==3200060031==1492869600970470==10340308988800990	",2017/4/30 13:41,2017/4/30 13:41,2017/4/30 13:41,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10340308988800990}扣款,14,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005635810440202	","HJCOM==3200060031==1492869600900470==10340308988800990	",2017/4/30 13:41,2017/4/30 13:41,2017/4/30 13:41,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10340308988800990}扣款,11.5,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005568509440202	","CAE_POINT_10340308988800990_2_0	",2017/4/30 13:41,2017/4/30 13:41,2017/4/30 13:41,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分10340308988800990,2.55,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043029013000850301100099193371	","2017042021001001850319907802	",2017/4/30 13:41,2017/4/30 13:41,2017/4/30 13:41,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,信用卡支付服务费[2017042021001001850319907802];淘宝交易号[T200P10340308988800990],4.08,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005540600440202	","HJCOM==3200060031==1492863599740470==10194511586056962	",2017/4/30 13:41,2017/4/30 13:41,2017/4/30 13:41,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10194511586056962}扣款,3.3,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005586754440202	","CAE_POINT_10194511586056962_2_0	",2017/4/30 13:41,2017/4/30 13:41,2017/4/30 13:41,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分10194511586056962,0.33,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043021001001020251975368	","T200P12615170899741798	",2017/4/30 13:24,2017/4/30 13:24,2017/5/2 13:45,淘宝        ,支付宝担保交易         ,a***g           ,EKO垃圾袋 加厚5卷 自动收口垃圾袋手提式家用厨房中大号抽绳穿绳,68,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017043021001001480285229266	","T200P11449400945685900	",2017/4/30 13:01,2017/4/30 13:01,2017/5/2 13:48,淘宝        ,支付宝担保交易         ,刘***岫           ,新锐天然鸡翅木筷子 实木无漆无蜡 酒店家用红木餐具10双套装A85,134,收入      ,等待对方确认收货,0,0,                    ,待收入      
"BO2017043005132947440202	","CAE_POINT_10809222882218628_2_0	",2017/4/30 12:43,2017/4/30 12:43,2017/4/30 12:43,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分10809222882218628,0.34,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005301532440202	","HJCOM==3200060031==1492830659580470==10809222882218628	",2017/4/30 12:43,2017/4/30 12:43,2017/4/30 12:43,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10809222882218628}扣款,3.4,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043021001001500239772546	","T200P12585971639771867	",2017/4/30 12:29,2017/4/30 12:30,2017/5/2 14:51,淘宝        ,支付宝担保交易         ,t***8           ,尚尼 18-10不锈钢真空保温杯 时尚情侣茶杯 男女士车载水杯子,179,收入      ,等待对方确认收货,0,0,                    ,待收入      
"BO2017043005251382440202	","HJCOM==3200060031==1492773643440470==11878428499924562	",2017/4/30 11:03,2017/4/30 11:03,2017/4/30 11:03,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{11878428499924562}扣款,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043004928073440202	","CAE_POINT_11878428499924562_2_0	",2017/4/30 11:03,2017/4/30 11:03,2017/4/30 11:03,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分11878428499924562,1.19,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043029013000030301100000049614	","2017042821001001030295990028	",2017/4/30 11:03,2017/4/30 11:03,2017/4/30 11:03,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,花呗支付服务费[2017042821001001030295990028];淘宝交易号[T200P11878428499924562],1.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005315371440202	","FXkYkkkYo82koS2fGLLfAbALoCZ77/8S	",2017/4/30 10:55,2017/4/30 10:55,2017/4/30 10:55,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,淘宝客佣金代扣款[7717723699368005],17.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043004964983440202	","HJCOM==3200060031==1492766067580470==7717723699368005	",2017/4/30 10:55,2017/4/30 10:55,2017/4/30 10:55,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{7717723699368005}扣款,8.95,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005120072440202	","CAE_POINT_7717723699368005_2_0	",2017/4/30 10:55,2017/4/30 10:55,2017/4/30 10:55,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分7717723699368005,0.89,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005076647440202	","k3JBamnukf81SsMhREVZMKM7rA1wRcjcn5jrQDhGcyU=	",2017/4/30 10:54,2017/4/30 10:54,2017/4/30 10:54,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,淘宝客佣金代扣款[10208691300851191],17.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043004946032440202	","HJCOM==3200060031==1492769407960470==10208691300851191	",2017/4/30 10:54,2017/4/30 10:54,2017/4/30 10:54,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10208691300851191}扣款,8.95,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005489490440202	","CAE_POINT_10208691300851191_2_0	",2017/4/30 10:54,2017/4/30 10:54,2017/4/30 10:54,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分10208691300851191,0.89,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043021001001490269210063	","T200P12544268236201942	",2017/4/30 10:48,2017/4/30 10:48,2017/5/3 12:45,淘宝        ,支付宝担保交易         ,黄***1           ,EKO创意时尚厨房垃圾桶 不锈钢有盖长方形大号脚踏式家用欧式客厅(积分代付4.06),798,收入      ,交易成功    ,0,0,                    ,已收入      
"2017043021001001880225544423	","T200P11420722256520432	",2017/4/30 10:26,2017/4/30 10:26,2017/5/2 14:50,淘宝        ,支付宝担保交易         ,s***8           ,意大利尚尼 不粘锅专用锅铲 厨房厨具用品 炒菜铲子 耐高温硅胶铲(积分代付3.00),126,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017043021001001790234533249	","T200P11420022360140630	",2017/4/30 10:23,2017/4/30 10:24,2017/5/4 0:02,淘宝        ,支付宝担保交易         ,静***e           ,新锐鸡翅木筷子套装10双 雾金实木无漆无蜡家用红木礼品筷A91,396,收入      ,交易成功    ,0,0,                    ,已收入      
"2017043021001001980252947330	","T200P11418282023915904	",2017/4/30 10:14,2017/4/30 10:14,2017/5/2 14:50,淘宝        ,支付宝担保交易         ,s***8           ,意大利尚尼 双层18/10不锈钢商务杯 男女士茶杯便携水杯杯子,199,收入      ,等待对方确认收货,0,0,                    ,待收入      
"BO2017043005286186440202	","HJCOM==3200060031==1492738214650470==9982970090850465	",2017/4/30 10:10,2017/4/30 10:10,2017/4/30 10:10,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{9982970090850465}扣款,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005362574440202	","CAE_POINT_9982970090850465_2_0	",2017/4/30 10:10,2017/4/30 10:10,2017/4/30 10:10,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分9982970090850465,1.19,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043021001001180228961410	","T200P12542489924279737	",2017/4/30 9:41,2017/4/30 9:41,2017/5/2 13:48,淘宝        ,支付宝担保交易         ,n***6           ,新锐酸枝木筷子 天然原木 红木实木无漆无蜡家用筷子10双 A19,259,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017043021001001180228997246	","T200P12537069814279737	",2017/4/30 9:26,2017/4/30 9:26,2017/4/30 10:04,淘宝        ,支付宝担保交易         ,n***6           ,新锐鸡翅木筷子套装10双 雾金实木无漆无蜡家用红木礼品筷A91,198,收入      ,交易关闭    ,0,198,                    ,已收入      
"2017043021001001580226863000	","T200P11405841891583215	",2017/4/30 8:27,2017/4/30 8:27,2017/5/2 13:48,淘宝        ,支付宝担保交易         ,5***g           ,新锐鸡翅木筷子套装10双 雾金实木无漆无蜡家用红木礼品筷A91,198,收入      ,等待对方确认收货,0,0,                    ,待收入      
"BO2017043004998894440202	","HJCOM==3200060031==1492660980820470==10797530731223557	",2017/4/30 8:17,2017/4/30 8:17,2017/4/30 8:17,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{10797530731223557}扣款,6.4,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017043005176139440202	","CAE_POINT_10797530731223557_2_0	",2017/4/30 8:17,2017/4/30 8:17,2017/4/30 8:17,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分10797530731223557,0.64,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043029013000380301100096506669	","2017042521001001380297408945	",2017/4/30 8:17,2017/4/30 8:17,2017/4/30 8:17,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,信用卡支付服务费[2017042521001001380297408945];淘宝交易号[T200P10797530731223557],1.02,支出      ,交易成功    ,0,0,                    ,已支出      
"2017043021001001970201050541	","T200P12468508165924756	",2017/4/30 3:01,2017/4/30 3:01,2017/5/2 13:48,淘宝        ,支付宝担保交易         ,匡***n           ,新锐鸡翅木筷子套装10双 雾金实木无漆无蜡家用红木礼品筷A91,198,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017043021001001290271075757	","T200P12474090393317072	",2017/4/30 1:59,2017/4/30 1:59,2017/5/2 14:51,淘宝        ,支付宝担保交易         ,m***1           ,意大利尚尼 双层18/10不锈钢商务杯 男女士茶杯便携水杯杯子,199,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017043021001001060244447026	","T200P12466890980023351	",2017/4/30 0:55,2017/4/30 9:58,2017/5/2 14:51,淘宝        ,支付宝担保交易         ,中***0           ,意大利尚尼 双层18/10不锈钢商务杯 男女士茶杯便携水杯杯子(积分代付3.55),199,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042921001001890223786765	","T200P12408410281189078	",2017/4/29 21:50,2017/4/29 21:50,2017/5/2 13:48,淘宝        ,支付宝担保交易         ,王***z           ,新锐鸡翅木筷子套装10双 雾金实木无漆无蜡家用红木礼品筷A91,230,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042921001003440290942717	","Ld5HqwzJDwHT1zLt/lnR5z4+yaIIl9X6	",2017/4/29 21:12,                    ,2017/4/29 21:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,tmall-subway+fee:2000.00，custid:1102568548,2000,支出      ,等待付款    ,0,0,                    ,待支出      
"2017042921001003440290925644	","Ld5HqwzJDwFxazjTOF7AWGeWBaTMtx5p	",2017/4/29 21:11,                    ,2017/4/29 21:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,tmall-subway+fee:500.00，custid:1102568548,500,支出      ,等待付款    ,0,0,                    ,待支出      
"2017042921001001530204897725	","T200P11328722119123501	",2017/4/29 20:36,2017/4/29 20:37,2017/5/2 14:51,淘宝        ,支付宝担保交易         ,w***5           ,意大利尚尼 双层18/10不锈钢商务杯 男女士茶杯便携水杯杯子,179,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042921001001910229389616	","T200P12377589954919562	",2017/4/29 19:56,2017/4/29 19:56,2017/5/2 13:42,淘宝        ,支付宝担保交易         ,z***b           ,EKO垃圾袋 加厚5卷 自动收口垃圾袋手提式家用厨房中大号抽绳穿绳,68,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042921001001360293408339	","T200P11308100937471708	",2017/4/29 19:34,2017/4/29 19:35,2017/5/2 14:51,淘宝        ,支付宝担保交易         ,李***宝           ,意大利尚尼 双层18/10不锈钢商务杯 男女士茶杯便携水杯杯子,199,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042921001001650224801492	","T200P12342508060859370	",2017/4/29 19:07,2017/4/29 19:07,2017/5/2 13:42,淘宝        ,支付宝担保交易         ,l***e           ,EKO 创意不锈钢加厚带盖茶水桶 家用客厅过滤茶渣茶叶双层垃圾桶,308,收入      ,等待对方确认收货,0,0,                    ,待收入      
"2017042921001001650224944413	","T200P12346310467859370	",2017/4/29 19:06,                    ,2017/5/2 19:07,淘宝        ,支付宝担保交易         ,l***e           ,EKO 创意不锈钢加厚带盖茶水桶 家用客厅过滤茶渣茶叶双层垃圾桶,308,        ,交易关闭    ,0,0,                    ,         
"20170429186462794402 	","17042907200782710662	",2017/4/29 18:13,2017/4/29 18:13,2017/4/29 18:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民财产保险股份有限公司  ,保险承保-卖家版运费险保费收取:淘宝订单号12148151061113182,0.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2017042921001001480284117434	","T200P12315851444971061	",2017/4/29 17:51,2017/4/29 17:51,2017/4/30 10:04,淘宝        ,支付宝担保交易         ,j***9           ,意大利尚尼 双层18/10不锈钢商务杯 男女士茶杯便携水杯杯子(积分代付0.60),179,收入      ,交易关闭    ,0,179,                    ,已收入      
"BO2017042904477249440202	","HJCOM==3200060031==1492454922690470==9892469303555388	",2017/4/29 17:29,2017/4/29 17:29,2017/4/29 17:29,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{9892469303555388}扣款,34.95,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017042904662730440202	","CAE_POINT_9892469303555388_2_0	",2017/4/29 17:29,2017/4/29 17:29,2017/4/29 17:29,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分9892469303555388,3.49,支出      ,交易成功    ,0,0,                    ,已支出      
"20170429182390204402 	","17042906202210710724	",2017/4/29 17:00,2017/4/29 17:00,2017/4/29 17:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国人民财产保险股份有限公司  ,保险承保-卖家版运费险保费收取:淘宝订单号12126068227615544,0.3,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017042904646294440202	","FXkYkkkYo83PElGszStZNzROQh6mX7t0	",2017/4/29 16:57,2017/4/29 16:57,2017/4/29 16:57,支付宝网站     ,即时到账交易          ,杭州阿里妈妈软件服务有限公司  ,淘宝客佣金代扣款[7582242014968596],19.04,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017042904457959440202	","CAE_POINT_7667062547064337_2_0	",2017/4/29 16:57,2017/4/29 16:57,2017/4/29 16:57,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分7667062547064337,1.28,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017042904708413440202	","HJCOM==3200060031==1492436422230470==7667062547064337	",2017/4/29 16:57,2017/4/29 16:57,2017/4/29 16:57,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{7667062547064337}扣款,12.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2017042929013000380301100095609331	","2017041921001001380286441095	",2017/4/29 16:57,2017/4/29 16:57,2017/4/29 16:57,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,信用卡支付服务费[2017041921001001380286441095];淘宝交易号[T200P7667062547064337],2.05,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017042904615625440202	","HJCOM==3200060031==1492432587160470==7582242014968596	",2017/4/29 16:57,2017/4/29 16:57,2017/4/29 16:57,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,天猫佣金（类目）{7582242014968596}扣款,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"BO2017042904746389440202	","CAE_POINT_7582242014968596_2_0	",2017/4/29 16:57,2017/4/29 16:57,2017/4/29 16:57,支付宝网站     ,即时到账交易          ,浙江天猫技术有限公司      ,代扣返点积分7582242014968596,1.19,支出      ,交易成功    ,0,0,                    ,已支出      
"2017042929013000280301100098860463	","2017041921001001280296723682	",2017/4/29 16:57,2017/4/29 16:57,2017/4/29 16:57,支付宝网站     ,即时到账交易          ,支付宝(中国)网络技术有限公司 ,信用卡支付服务费[2017041921001001280296723682];淘宝交易号[T200P7582242014968596],1.9,支出      ,交易成功    ,0,0,                    ,已支出      
